F160W HST_WFC3_IR.F160W.dat AB F160W (H) band on WFC3 - Filter from SVO added my T. E. Müller Bravo
F125W HST_WFC3_IR.F125W.dat AB F125W (J) band on WFC3 - Filter from SVO added my T. E. Müller Bravo
